cfx:aat4gjxruku4hc97k3pbrug3hkcbshjnue6pdhrdv4,0
cfx:aarthz74dvs8axz42pexef1usu0zf2rgpp5tyd5db5,0
cfx:aajhyymp8du23h93u0dhwdb6tsvzjb3gwjjx3gm8h6,0
cfx:aas0y466mphh4c574jsf39ex8fcm9xzpcejgy50jzx,0.020199989999978877
cfx:aapkwm7rntt7f8v3d4eayhw1hbdabxwynyywr3hh78,0
cfx:aar8g5sdw9x9wbey0mv6h8hzz2w34bypcufc9mvt4m,0
cfx:aajkdz729naaxt6fk8s109yp84c9dmfax2ybs0ssph,0
cfx:aas8bhhf8nsxhtfdphuu9b1wj94be18fdpgxw2arf4,0
cfx:aambd9vt96f38hta58fr94vym80kp9ht6yjt8e3mxx,0
cfx:aatvb1jj35yja1bdv9491dg5zwztu9e72u7fyxu9vp,0
cfx:aame9hn3rkcpjgfcesac8cj3070kzgnty2yrzyz8wf,0
cfx:aakp0ev2mfymer7avdjwjxzdnkbrcbwrxykbvm2zzd,0
cfx:aaj9wwrr1w4uz36uw7spw5jve2tbenc1cpfjurw8pb,0
cfx:aajmn2m0y9pyv0ykyuaj7afeecwnjebu5j5wx6f98e,0
cfx:aapds5be1gxtv73cv2evmsjsdfa9bgrh9jz6e3y739,0
cfx:aanayp3gmx4d3udw8ggftvf30rccs6v7tpyguv9ta5,0
cfx:aasmmgsr2vnpd8xnyp39nact7gahwf46d20my5mxa4,0
cfx:aapbj8rav0afbk107d2u0d59wsxbfb7b0p2bzxpghy,0
cfx:aam83wax38dnjhrv2z31pasa3u6bngx2rjkpjxggky,0
cfx:aamv69zgakwwgmx3ztkwtwg7m7zvkkm496njczfb4c,0.169779999985032246
cfx:aamx16tesxa54xv34ttxwap96gx1nwrng6arj8r5y5,0
cfx:aaj8rwt4m1jyf58rb9vfztwj6njrzb19dpwn8xamby,0
cfx:aatj90ymzxbj32ycy3t82daj9s88kfamw2xd3c61bd,0
cfx:aapkf1nt2pr7xnsh8sa4km2ju0am9phdb2j361uh7a,0
cfx:aapbnmfttan91817hr7yt1hm48u5vn4r667n094wdt,0
cfx:aam0zs0je7g1er5bwewd1w02uuupk94rkakzt4c1sw,0
cfx:aap0jwfuwdz04gnptvfhzk2arawp0ff3dah0390nj0,0
cfx:aapcvrvjx0wr9a9319xr29vwxhzb0vasxebezc4r96,0
cfx:aapdgmzk4x11rv0yd3mdpbnrre3buj5c9j6eewfp5d,0
cfx:aase4njged8t12rp6umhp7es02pnrh7sfj7ypufeav,0
cfx:aanftsa4atf14b9s7v0kvtu8fx87v029aavachvp9t,0
cfx:aat4s6nvgut4mpf20eefn3ysp8wst60nvjd1vez7zt,0
cfx:aapgzxp37nzh530ufk0k4y74bbva1k08cj1txhjmgk,0
cfx:aamz0bnkktewj5zka5skf1czp76p32y5surpe7b4u1,0
cfx:aar0nurjh2p92fc2vas6wsbw09yy9v9nrpyn4pc2rh,0
cfx:aapvgc0f24cf3fut5b69k6gr869s4bsg1arckr85y7,0.199699999995758
cfx:aanzexs83uk10wrhhs976z4fyw941f6v265ta3nc9u,0.000199999999979
cfx:aaszur8jxtrg9h1kb754vtuujvxs9j69b2cvmbtk49,0
cfx:aanh2kfdemw1ydw4f6bpk3jf6a73dau71a8b7r9dua,0
cfx:aakr633w44mxrx858fdha891dw7g5e819yajxvvac7,0
cfx:aakp29wadtvjx3adau8ry85raaggtf68hu7xhgx09p,0
cfx:aan94h4bhcm8yzy9u6u764ft4454w6vcwuccwgbaa5,0
cfx:aar3ffpm29hav7rjmg2gm657cnkx537vmathwmgmbx,0
cfx:aak5dws1das82scfzs7zg4twrnk7wjfwy6wvrmy7gp,0.000199999999979
cfx:aat5efvc8umr2m11ky345y0fg6zs56tujecwxm8m9b,0.20052
cfx:aamj7vwybjd6pszgggc6zfw3uktnk95fvegc83bxmx,0
cfx:aam707tbda4xybdk8nfajtavj9xjk7157pfyjan4s4,0
cfx:aar58hambdpzshnzyheuwn6cj1bh1adnf67mebkfbg,0
cfx:aat8zns1wf28cyyx0k24stsew92pd3k9jpdx93hbda,0
cfx:aam8zvc3tr4fa2hp35ryvcejv9bznfwgyu288d6rkw,0
